r_0005,13BETGLUSYN
r_0006,16BETGLUSYN
r_0013,23DI5ME1PHDERE
r_0015,DRPPPNRED25645
r_0017,AHHM246
r_0026,ARAT
r_0027,2METDEH
r_0041,3DSPHRr
r_0044,3HPH5MBDCm
r_0059,3ISO3MET
r_0073,4PPIP5DEPTOIP6
r_0074,4PPIP5PYR45PP2IP4
r_0082,PMI12346PH
r_0083,PMI12346PS
r_0088,5PPIP5PYR45PP2IP4
r_0089,5PPIP5PYR56PP2IP4
r_0092,6PPIP5DEPTOIP6
r_0093,6PPIP5PYR56PP2IP4
r_0094,AOXSr
r_0096,ACEACIISO
r_0097,ACESYN
r_0107,ACACT5r_1p
r_0114,ACSn
r_0120,ACYCOAOXIDECCOA
r_0126,ACOCEATREPIrm
r_0127,ACOCEATRERGrm
r_0128,ACOCFATRrm
r_0129,ACOCLATRrm
r_0130,ACOCZATRrm
r_0131,ACPCEATREPIrm
r_0132,ACPCEATRERGrm
r_0133,ACPCFATRrm
r_0134,ACPCLATRrm
r_0135,ACPCZATRrm
r_0137,ACGPIN2POGPANASST3
r_0159,ALCACEETH
r_0192,ALP12MAN
r_0228,BDMT_cho
r_0229,BIOSYN
r_0234,C3STEDEH
r_0235,C3STEDEH4MET
r_0236,STKEMERED34
r_0238,C4METSTEOXI
r_0240,C4METSTEOXI2
r_0241,SMDOXI444
r_0249,CAAFAR
r_0259,CERH124r
r_0260,CER1HYDLAS24C
r_0261,CERH126r
r_0262,CER1HYDLAS26C
r_0267,CERS324r
r_0268,CERS326r
r_0269,CER4SYN24C
r_0270,CER4SYN26C
r_0271,CHIDEA
r_0272,CHISYN
r_0281,FRTTlp
r_0282,GGTTlp
r_0283,PPTTlp
r_0284,HEXTTlp
r_0285,CISPRESTE05
r_0286,CISPRESTE06
r_0287,CISPRESTE07
r_0288,UDPDPSlp
r_0289,CISPRESTE09
r_0290,CISPRESTE10
r_0291,CISPRESTE11
r_0292,CISPRESTE12
r_0293,CISPRESTE13
r_0294,CISPRESTE14
r_0295,CISPRESTE15
r_0296,CISPRESTE16
r_0297,CISPRESTE17
r_0298,CISPRESTE18
r_0299,CISPRESTE19
r_0319,DARA14LACOXI
r_0331,DEOSYNCYTMIT
r_0340,DIH
r_0341,DIH2
r_0342,DIH3
r_0343,DIH4
r_0347,DHNPA2m
r_0350,DIHSYN
r_0357,DTK1346
r_0358,DTKSYN1346
r_0369,ETHACEHYDEST
r_0399,FATACICOALIGDEC
r_0438,FERCOXOXI
r_0439,UBICRED
r_0510,GLYSTASYN
r_0518,ACGPIDr
r_0519,GPIANCASSSTE5
r_0520,GPIANCASSSTE6
r_0521,GPIANCASSSTE7
r_0522,GPIANCASSSTE8
r_0523,GPIANCASSSTE9
r_0532,HEXAPRBENMET
r_0543,HOMSYN
r_0545,HOMDEH
r_0571,IPKIN134562
r_0572,ITKIN13456n
r_0573,ITKKIN14563n
r_0574,ITKIN1456n
r_0575,MI145PKn
r_0596,IPSPHOC
r_0597,IPSPHOC2
r_0598,IPSPHOC3
r_0599,IPSPHOC4
r_0600,IPSPHOC5
r_0601,IPSPHOC6
r_0602,IPSPHOC7
r_0603,IPSPHOC8
r_0604,IPSPHOC9
r_0605,IPSPHOC10
r_0606,IPSPHOC11
r_0607,IPSPHOC12
r_0608,IPSPHOC13
r_0609,IPSPHOC14
r_0610,IPSPHOC15
r_0611,IPSPHOC16
r_0612,IPSPHOC17
r_0613,IPSPHOC18
r_0614,IPSPHOC19
r_0615,IPSPHOC20
r_0616,IPSPHOC21
r_0617,IPSPHOC22
r_0618,IPSPHOC23
r_0619,IPSPHOC24
r_0620,IPSPHOC25
r_0621,IPSPHOC26
r_0622,IPSPHOC27
r_0623,IPSPHOC28
r_0624,IPSPHOC29
r_0625,IPSPHOC30
r_0626,IPSPHOC31
r_0627,IPSPHOC32
r_0628,IPSPHOC33
r_0629,IPSPHOC34
r_0630,IPSPHOC35
r_0631,IPSPHOC36
r_0632,IPSPHOC37
r_0633,IPSPHOC38
r_0634,IPSPHOC39
r_0635,IPSPHOC40
r_0636,IPSPHOC41
r_0637,IPSPHOC42
r_0638,IPSPHOC43
r_0639,IPSPHOC44
r_0640,IPSPHOC45
r_0641,IPSPHOC46
r_0642,IPSPHOC47
r_0643,IPSPHOC48
r_0644,IPSPHOC49
r_0645,IPSPHOC50
r_0646,IPSPHOC51
r_0647,IPSPHOC52
r_0648,IPSPHOC53
r_0649,IPSPHOC54
r_0650,IPSPHOC55
r_0651,IPSPHOC56
r_0652,IPSPHOC57
r_0653,IPSPHOC58
r_0654,IPSPHOC59
r_0655,IPSPHOC60
r_0687,LHYDPROREDNAD
r_0703,LEUA4HYD
r_0704,LEUA4HYD2
r_0705,LEUA4HYD3
r_0706,LEUA4HYD4
r_0708,LTA4Hn
r_0747,MIPSYN
r_0748,MIPSYN2
r_0749,MIPSYN3
r_0750,MIPSYN4
r_0751,MIPSYN5
r_0752,MIPSYN6
r_0753,MIPSYN7
r_0754,MIPSYN8
r_0755,MIPSYN9
r_0756,MIPSYN10
r_0763,NFOROXI
r_0767,NADNn
r_0769,DNGALn
r_0771,NADKIN
r_0772,NADKINMIT
r_0844,PERACYCOATHI
r_0882,PHOMUT
r_0911,AIRC1
r_0919,PHY
r_0920,PHY2
r_0921,PSPHPLr
r_0922,PSPHSr
r_0940,PROD2m
r_0963,QUIOXI
r_0993,SERPTr
r_1000,FUMREDFMN
r_1006,SLCBK2r
r_1007,SLCBK1r
r_1008,ACONIm
r_1069,UDPNACEDIP
r_1095,YUMSYN
r_1838,HOMSYN2
r_2112,KYNAMI
r_2113,SPOKYNACITOQUIACI
r_2114,QUILSYN
r_2116,ALDD2x
r_2117,PHETRA
r_2119,TYRTRA
r_2126,SBP
r_2140,FATACYCOASYNNC16
r_2141,FATACYCOASYNNC18
r_2143,KAOHAASYN3
r_2144,KAOOAASYN3
r_2147,OAAHOAARED33
r_2148,HATTBEADHT32
r_2150,HATTOEADHT32
r_2151,ENOACPREDBUTANOACP
r_2152,ENOACPREDHEXANOACP
r_2153,ENOACPREDOCTANOACP
r_2154,OXTEDECO3
r_2155,ELOI3OXOPALCOA
r_2156,3OACOASrm
r_2157,RE0565rm
r_2158,RE0569rm
r_2159,RE0573rm
r_2160,HMR_2215rm
r_2161,KCHTDCRED3
r_2162,KCHPCRED3
r_2163,RE0581rm
r_2164,RE0566rm
r_2165,RE0570rm
r_2166,RE0574rm
r_2167,KCHHACRED3
r_2168,ECOAH6rm
r_2169,ECOAH7rm
r_2170,RE0582rm
r_2171,HACTIECDHT2
r_2172,HACTDECDHT2
r_2173,RE0575rm
r_2174,HACTHAECDHT2
r_2175,ACOAR6rm
r_2176,ACOAR7rm
r_2177,ECOARrm
r_2178,TRENCORED21
r_2179,TRENCORED22
r_2180,RE0576rm
r_2181,TRENCORED23
r_2182,DESAT16_2rm
r_2183,STCOrm
r_2194,FACOAL120rm
r_2195,FACOAL140rm
r_2196,FACOAL160rm
r_2197,FACOAL161rm
r_2198,FACOAL180rm
r_2199,FACOArm
r_2200,FACOAL120lp
r_2201,FACOAL140lp
r_2202,FACOAL160lp
r_2203,FACOAL161lp
r_2204,FACOAL180lp
r_2205,FACOAlp
r_2207,FACOAL180x
r_2208,FACOAP
r_2209,FACOAL200ce
r_2210,DOCOSACTce
r_2211,FACOAL240ce
r_2212,FACOAL260ce
r_2213,DOCOSACTrm
r_2214,FACOAL240rm
r_2215,FACOAL260rm
r_2216,DOCOSACTlp
r_2217,FACOAL240lp
r_2218,FACOAL260lp
r_2232,PERACYCOATHI40
r_2234,FACOAE161x
r_2235,PERACYCOATHI181
r_2238,ACYCOAOXIOCTANOCOA
r_2239,ACYCOAOXIICOSANCOA
r_2240,ACYCOAOXIDOCOSACOA
r_2242,ACYCOAOXIPALCOA
r_2243,ACCTDECOXI7
r_2244,ACCDECOXI5
r_2245,ACYCOAOXIOLECOA
r_2246,ACCHAECOXI7
r_2247,ACCTDECOXI5
r_2253,ECHHACHYT231
r_2254,ECHBACHYT23
r_2255,ECHHACHYT232
r_2256,ECHOACHYT23
r_2257,ECHISCHYT23
r_2258,ECHDOCHYT23
r_2259,ECHTCCHYT23
r_2260,ECHCHAECHYT239
r_2261,ECHCTDECHYT237
r_2262,ECHCDECHYT235
r_2263,ECHCOAECHYT239
r_2264,ECHCHAECHYT237
r_2265,ECHCTDECHYT235
r_2270,HACOHACDHG331
r_2271,HACOBACDHG33
r_2272,HACOHACDHG332
r_2273,HACOOACDHG33
r_2274,HACOISCDHG33
r_2275,HACODOCDHG33
r_2276,HACOTCCDHG33
r_2277,HACOCHAECDHG339
r_2278,HACOCTDECDHG337
r_2279,HACOCDECDHG335
r_2280,HACOCOAECDHG339
r_2281,HACOCHAECDHG337
r_2282,HACOCTDECDHG335
r_2289,ACCTDECATR7
r_2290,ACCDECATR5
r_2291,ACCDECATR31
r_2292,ACCHAECATR7
r_2293,ACCTDECATR5
r_2294,ACCDECATR32
r_2295,ECCDEC31
r_2296,ECTCDC25
r_2298,ECCDEC32
r_2299,ECTCTDC25
r_2300,ECTTDEC3
r_2301,DDDCTCDC352435
r_2302,DDDCTCTDC352435
r_2303,DCTTDCRED2424
r_2304,DCTTTDCRED2424
r_2308,G3PAT160rm
r_2309,GLY3PHOACY161rm
r_2310,GLY3PHOACY180rm
